,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
4645,WX49215,Oregon,M,Master,780191.7081391752,16154.0,62.0,1,Personal Auto,Four-Door Car,91.355165
4646,CH78309,Oregon,M,College,780191.7081391752,72211.0,73.0,0,Personal Auto,Four-Door Car,44.912125
4647,UF54329,California,M,College,780191.7081391752,70892.0,76.0,0,Corporate Auto,Two-Door Car,206.709951
4648,CQ59706,Washington,F,College,780191.7081391752,49367.0,63.0,0,Personal Auto,Four-Door Car,69.230355
4649,KP77095,Arizona,F,Bachelor,780191.7081391752,68086.0,194.0,0,Corporate Auto,SUV,218.342169
4650,PP14656,Washington,M,Master,780191.7081391752,90353.0,70.0,0,Personal Auto,Two-Door Car,72.617605
4651,QM74025,Oregon,F,High School or Below,780191.7081391752,49558.0,115.0,0,Personal Auto,SUV,552.0
4652,RW67951,Washington,M,Bachelor,780191.7081391752,93485.0,72.0,0,Personal Auto,Four-Door Car,127.104785
4653,ED13353,Oregon,M,High School or Below,780191.7081391752,10629.0,74.0,0,Personal Auto,Four-Door Car,532.8
4654,LG49010,California,M,Bachelor,780191.7081391752,10237.0,72.0,0,Personal Auto,Two-Door Car,253.637853
4655,UA74474,Oregon,F,College,780191.7081391752,87517.0,112.0,1,Corporate Auto,Four-Door Car,802.278237
4656,AC79024,Nevada,M,Bachelor,780191.7081391752,23241.0,70.0,0,Personal Auto,Two-Door Car,504.0
4657,SD61306,Arizona,M,High School or Below,780191.7081391752,60861.0,66.0,0,Personal Auto,Four-Door Car,65.425125
4658,PF88939,Nevada,M,Doctor,780191.7081391752,21726.0,104.0,0,Personal Auto,SUV,697.010998
4659,FG64765,Arizona,M,Bachelor,780191.7081391752,36313.0,67.0,2,Personal Auto,Four-Door Car,300.375887
4660,DC79319,California,F,Bachelor,780191.7081391752,29160.0,87.0,0,Personal Auto,Two-Door Car,417.6
4661,HS45195,California,M,High School or Below,780191.7081391752,0.0,99.0,0,Personal Auto,Two-Door Car,712.8
4662,VN73653,Oregon,M,College,780191.7081391752,0.0,188.0,0,Corporate Auto,Luxury,1621.560425
4663,WL72919,California,F,College,780191.7081391752,48139.0,63.0,0,Personal Auto,Four-Door Car,329.494
4664,DO31181,Oregon,F,College,780191.7081391752,0.0,76.0,5,Personal Auto,Two-Door Car,38.792481
4665,WY23230,Oregon,F,College,780191.7081391752,13688.0,84.0,0,Personal Auto,Two-Door Car,403.2
4666,SK89479,California,M,College,780191.7081391752,0.0,73.0,0,Corporate Auto,Four-Door Car,525.6
4667,BM30720,Nevada,F,High School or Below,780191.7081391752,27649.0,63.0,0,Personal Auto,Four-Door Car,302.4
4668,XG92008,Arizona,F,Master,780191.7081391752,24191.0,80.0,0,Personal Auto,Four-Door Car,103.750234
4669,CJ46674,Oregon,M,High School or Below,780191.7081391752,0.0,71.0,0,Corporate Auto,Four-Door Car,517.056582
4670,UJ31096,Oregon,F,High School or Below,780191.7081391752,58493.0,67.0,0,Personal Auto,Four-Door Car,321.6
4671,GS44464,California,F,High School or Below,780191.7081391752,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0
4672,XP35430,Oregon,F,College,780191.7081391752,88663.0,79.0,0,Special Auto,Four-Door Car,379.2
4673,QI51950,Nevada,F,High School or Below,780191.7081391752,74057.0,109.0,0,Personal Auto,SUV,523.2
4674,PL88841,Arizona,M,Bachelor,780191.7081391752,0.0,63.0,2,Corporate Auto,Two-Door Car,302.4
4675,ZW51790,Arizona,F,College,780191.7081391752,52342.0,66.0,3,Personal Auto,Two-Door Car,316.8
4676,MY80820,California,M,Bachelor,780191.7081391752,42012.0,63.0,0,Corporate Auto,Four-Door Car,40.754246
4677,NE13752,Arizona,M,Bachelor,780191.7081391752,56021.0,69.0,0,Personal Auto,Four-Door Car,279.51121
4678,VL51487,California,M,High School or Below,780191.7081391752,35124.0,137.0,0,Personal Auto,SUV,986.4
4679,DD97473,Oregon,F,High School or Below,780191.7081391752,0.0,62.0,1,Personal Auto,Four-Door Car,439.001718
4680,QJ89807,Nevada,F,High School or Below,780191.7081391752,0.0,125.0,0,Personal Auto,SUV,900.0
4681,GK24074,Arizona,F,College,780191.7081391752,37202.0,93.0,0,Personal Auto,Two-Door Car,322.528829
4682,DL61016,Oregon,M,College,780191.7081391752,65985.0,71.0,5,Special Auto,Four-Door Car,42.43131
4683,EV60177,California,F,High School or Below,780191.7081391752,87771.0,74.0,4,Personal Auto,Four-Door Car,355.2
4684,OS96036,Arizona,F,College,780191.7081391752,63624.0,115.0,2,Personal Auto,SUV,306.337632
4685,AF37776,California,F,Bachelor,780191.7081391752,80192.0,129.0,0,Personal Auto,SUV,200.662297
4686,NC78961,Oregon,M,Bachelor,780191.7081391752,35945.0,105.0,0,Personal Auto,SUV,756.0
4687,YA15471,Oregon,M,College,780191.7081391752,93004.0,63.0,0,Corporate Auto,Four-Door Car,205.957043
4688,KX80728,Washington,M,High School or Below,780191.7081391752,0.0,89.0,0,Personal Auto,Four-Door Car,941.347502
4689,VV47792,California,F,College,780191.7081391752,71210.0,214.0,1,Personal Auto,Luxury,1027.2
4690,GE80842,Oregon,F,College,780191.7081391752,99159.0,190.0,0,Personal Auto,Luxury,912.0
4691,QA93530,Nevada,F,College,780191.7081391752,81491.0,72.0,0,Personal Auto,Four-Door Car,61.715527
4692,GA27295,California,F,Master,780191.7081391752,99875.0,108.0,0,Personal Auto,SUV,114.972914
4693,EL55611,California,F,High School or Below,780191.7081391752,51705.0,139.0,0,Personal Auto,SUV,545.291103
4694,TL39050,Arizona,F,Bachelor,780191.7081391752,39837.0,201.0,0,Corporate Auto,Luxury,381.306996
4695,ZQ96022,Oregon,F,College,780191.7081391752,31421.0,81.0,0,Personal Auto,Two-Door Car,388.8
4696,OM69210,Arizona,M,Bachelor,780191.7081391752,81531.0,135.0,0,Personal Auto,SUV,420.434259
4697,VU72280,California,F,Bachelor,780191.7081391752,25134.0,67.0,0,Corporate Auto,Four-Door Car,321.6
4698,WC21189,California,F,College,780191.7081391752,37386.0,97.0,0,Corporate Auto,Four-Door Car,465.6
4699,JX50334,California,F,College,780191.7081391752,0.0,66.0,4,Corporate Auto,Four-Door Car,316.8
4700,GB70736,Oregon,F,College,780191.7081391752,99553.0,68.0,0,Corporate Auto,Four-Door Car,111.586995
4701,PU21485,Arizona,F,Bachelor,780191.7081391752,0.0,161.0,0,Corporate Auto,SUV,1159.2
4702,MF49636,Arizona,M,High School or Below,780191.7081391752,70705.0,69.0,2,Personal Auto,Two-Door Car,272.024652
4703,TG29325,Nevada,F,College,780191.7081391752,22724.0,69.0,0,Personal Auto,Four-Door Car,9.424668
4704,MW83318,Oregon,F,College,780191.7081391752,26320.0,111.0,0,Corporate Auto,SUV,603.819794
4705,LM54297,Nevada,M,Bachelor,780191.7081391752,0.0,69.0,0,Personal Auto,Four-Door Car,806.534801
4706,NI78185,California,M,College,780191.7081391752,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308
4707,HL14274,California,F,College,780191.7081391752,88218.0,99.0,0,Personal Auto,Two-Door Car,50.32306
4708,SF86727,Nevada,M,Master,780191.7081391752,25180.0,70.0,0,Personal Auto,Four-Door Car,235.895575
4709,EM89554,Oregon,F,Bachelor,780191.7081391752,48091.0,108.0,0,Personal Auto,SUV,132.041491
4710,XP50892,Oregon,M,High School or Below,780191.7081391752,92539.0,100.0,0,Corporate Auto,SUV,25.713622
4711,VH77056,Arizona,F,Bachelor,780191.7081391752,40658.0,61.0,1,Personal Auto,Four-Door Car,38.379869
4712,JF19701,Arizona,M,Bachelor,780191.7081391752,75453.0,112.0,0,Special Auto,SUV,163.9498
4713,JN49891,Oregon,M,College,780191.7081391752,94003.0,64.0,0,Personal Auto,Four-Door Car,307.2
4714,CX65318,Arizona,M,Master,780191.7081391752,31737.0,218.0,0,Personal Auto,Luxury,1046.4
4715,HL35876,Washington,M,College,780191.7081391752,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308
4716,RD87161,Washington,F,High School or Below,780191.7081391752,0.0,71.0,1,Personal Auto,Four-Door Car,340.8
4717,CF50291,California,F,College,780191.7081391752,0.0,114.0,0,Personal Auto,Four-Door Car,1343.619461
4718,VF35858,California,M,Bachelor,780191.7081391752,48885.0,190.0,0,Personal Auto,Luxury,1090.122048
4719,XG55762,Nevada,F,Bachelor,780191.7081391752,0.0,79.0,0,Corporate Auto,Four-Door Car,379.2
4720,EC28314,California,M,Bachelor,780191.7081391752,86305.0,62.0,0,Personal Auto,Four-Door Car,80.73124
4721,GR53936,Oregon,F,Bachelor,780191.7081391752,28909.0,66.0,0,Corporate Auto,Two-Door Car,456.702735
4722,DV51398,California,M,High School or Below,780191.7081391752,0.0,123.0,1,Personal Auto,SUV,1088.38378
4723,YF81002,Oregon,M,College,780191.7081391752,26140.0,84.0,1,Personal Auto,Two-Door Car,403.2
4724,YM20358,Oregon,M,Bachelor,780191.7081391752,35095.0,73.0,0,Personal Auto,Two-Door Car,525.6
4725,AZ75509,Arizona,F,Bachelor,780191.7081391752,31678.0,63.0,0,Personal Auto,Two-Door Car,76.629988
4726,No93155,Arizona,M,Master,780191.7081391752,28245.0,62.0,0,Personal Auto,Two-Door Car,297.6
4727,FG21322,Oregon,F,Bachelor,780191.7081391752,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
4728,GO44613,Nevada,F,High School or Below,780191.7081391752,19168.0,106.0,1,Personal Auto,SUV,508.8
4729,ZW93288,California,F,Master,780191.7081391752,22705.0,239.0,0,Personal Auto,Luxury,1294.700423
4730,MS67230,Nevada,F,College,780191.7081391752,86481.0,65.0,0,Corporate Auto,Two-Door Car,189.971267
4731,FQ32742,Arizona,M,Doctor,780191.7081391752,38008.0,68.0,4,Personal Auto,Four-Door Car,321.789644
4732,YF30946,California,M,College,780191.7081391752,63032.0,61.0,0,Personal Auto,Four-Door Car,404.550554
4733,TH69908,Washington,F,College,780191.7081391752,27228.0,129.0,4,Personal Auto,Luxury,238.262773
4734,QA78691,Nevada,F,Bachelor,780191.7081391752,0.0,68.0,1,Personal Auto,Four-Door Car,483.578159
4735,NL44360,Oregon,F,Bachelor,780191.7081391752,13424.0,71.0,0,Personal Auto,Four-Door Car,340.8
4736,HO77809,Oregon,F,College,780191.7081391752,59098.0,110.0,0,Personal Auto,SUV,665.931223
4737,MC30750,Oregon,F,Master,780191.7081391752,16181.0,181.0,0,Personal Auto,SUV,1261.319869
4738,HU41273,Oregon,M,High School or Below,780191.7081391752,95697.0,107.0,0,Personal Auto,Luxury,178.006524
4739,VS73599,Arizona,M,College,780191.7081391752,26806.0,63.0,0,Personal Auto,Four-Door Car,302.4
4740,TO74000,Oregon,M,High School or Below,780191.7081391752,30595.0,69.0,0,Corporate Auto,Four-Door Car,446.08476
4741,MS45259,Nevada,M,College,780191.7081391752,88079.0,61.0,0,Personal Auto,Two-Door Car,121.88814
4742,LI45265,Oregon,F,Bachelor,780191.7081391752,99803.0,71.0,0,Personal Auto,Four-Door Car,189.143402
4743,LK70293,Nevada,F,High School or Below,780191.7081391752,0.0,118.0,0,Personal Auto,Four-Door Car,1118.990694
4744,FY24370,Oregon,M,Bachelor,780191.7081391752,0.0,191.0,0,Personal Auto,Luxury,1375.2
4745,YE64125,Oregon,F,College,780191.7081391752,36283.0,68.0,1,Personal Auto,Four-Door Car,291.410965
4746,QT39025,Arizona,F,Bachelor,780191.7081391752,66991.0,115.0,0,Personal Auto,SUV,399.617715
4747,LO15516,California,M,Bachelor,780191.7081391752,34322.0,70.0,2,Corporate Auto,Four-Door Car,336.0
4748,FM47139,Oregon,F,College,780191.7081391752,44855.0,63.0,1,Personal Auto,Four-Door Car,103.607499
4749,LW59140,Arizona,M,Bachelor,780191.7081391752,97729.0,115.0,1,Personal Auto,Four-Door Car,221.047584
4750,JA26024,Oregon,F,High School or Below,780191.7081391752,48263.0,104.0,0,Personal Auto,Two-Door Car,674.863718
4751,YF16441,California,F,Bachelor,780191.7081391752,68343.0,79.0,0,Personal Auto,Two-Door Car,379.2
4752,QT43282,Oregon,M,Master,780191.7081391752,76847.0,118.0,0,Corporate Auto,SUV,31.58501
4753,NL17964,Oregon,M,High School or Below,780191.7081391752,35795.0,65.0,0,Personal Auto,Four-Door Car,312.0
4754,CD27895,California,F,Bachelor,780191.7081391752,0.0,71.0,0,Personal Auto,Four-Door Car,340.8
4755,CF62992,Oregon,F,High School or Below,780191.7081391752,53074.0,61.0,0,Personal Auto,Two-Door Car,268.773368
4756,QK23742,California,F,College,780191.7081391752,0.0,63.0,0,Corporate Auto,Four-Door Car,732.638975
4757,UV64489,Arizona,F,Bachelor,780191.7081391752,28743.0,112.0,0,Personal Auto,SUV,537.6
4758,ED65109,California,F,College,780191.7081391752,81839.0,65.0,1,Personal Auto,Four-Door Car,74.666163
4759,SC40169,Oregon,F,College,780191.7081391752,14030.0,72.0,0,Personal Auto,Two-Door Car,345.6
4760,PW88443,Oregon,F,College,780191.7081391752,32764.0,61.0,0,Personal Auto,Two-Door Car,292.953446
4761,YZ38778,Oregon,M,Master,780191.7081391752,74775.0,95.0,0,Personal Auto,Four-Door Car,676.658911
4762,EO77382,Arizona,F,Bachelor,780191.7081391752,53503.0,114.0,0,Personal Auto,Four-Door Car,547.2
4763,SM42728,California,M,College,780191.7081391752,34455.0,135.0,0,Personal Auto,SUV,648.0
4764,PX31667,Washington,M,High School or Below,780191.7081391752,52198.0,74.0,0,Personal Auto,Two-Door Car,355.2
4765,NC35008,Oregon,F,College,780191.7081391752,64429.0,133.0,2,Personal Auto,SUV,222.080015
4766,XC77244,Oregon,M,High School or Below,780191.7081391752,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248
4767,UM52895,California,F,Bachelor,780191.7081391752,30130.0,110.0,0,Personal Auto,SUV,528.0
4768,WV39838,Arizona,F,College,780191.7081391752,0.0,65.0,0,Personal Auto,Two-Door Car,149.241472
4769,IT92328,Nevada,M,High School or Below,780191.7081391752,0.0,275.0,1,Corporate Auto,Luxury,1980.0
4770,QD86074,Oregon,F,High School or Below,780191.7081391752,34337.0,113.0,0,Corporate Auto,Four-Door Car,542.4
4771,WH80404,California,M,High School or Below,780191.7081391752,22276.0,111.0,1,Personal Auto,SUV,783.211084
4772,XH20787,California,M,College,780191.7081391752,52980.0,64.0,0,Personal Auto,Four-Door Car,191.945693
4773,ZU50513,California,F,Bachelor,780191.7081391752,97736.0,74.0,0,Personal Auto,Four-Door Car,60.090984
4774,TW42649,Washington,F,College,780191.7081391752,0.0,67.0,0,Corporate Auto,Two-Door Car,222.903462
4775,QH46481,Washington,F,High School or Below,780191.7081391752,0.0,73.0,1,Corporate Auto,Four-Door Car,792.868448
4776,MQ73697,Nevada,F,College,780191.7081391752,68727.0,94.0,0,Corporate Auto,Two-Door Car,386.520235
4777,UG48681,Nevada,M,Bachelor,780191.7081391752,71391.0,67.0,0,Personal Auto,Four-Door Car,284.000172
4778,ID58230,California,F,College,780191.7081391752,62271.0,63.0,0,Personal Auto,Four-Door Car,25.478179
4779,DY35486,California,M,High School or Below,780191.7081391752,0.0,187.0,0,Personal Auto,Luxury,1346.4
4780,EP64833,California,F,High School or Below,780191.7081391752,0.0,86.0,0,Corporate Auto,Four-Door Car,412.8
4781,MC69755,Washington,F,Bachelor,780191.7081391752,0.0,76.0,0,Personal Auto,Four-Door Car,364.8
4782,ZZ41158,Washington,M,College,780191.7081391752,28506.0,104.0,0,Personal Auto,SUV,499.2
4783,QM59790,Arizona,F,High School or Below,780191.7081391752,0.0,86.0,0,Personal Auto,Four-Door Car,412.8
4784,LL67008,California,F,Bachelor,780191.7081391752,0.0,94.0,0,Corporate Auto,Four-Door Car,676.8
4785,ZU69163,California,F,Doctor,780191.7081391752,94161.0,69.0,0,Personal Auto,Four-Door Car,108.989737
4786,EB72052,Oregon,M,College,780191.7081391752,33345.0,102.0,0,Personal Auto,SUV,694.078608
4787,WA60547,California,F,College,780191.7081391752,64195.0,158.0,4,Personal Auto,SUV,618.288849
4788,RV97631,Oregon,F,College,780191.7081391752,0.0,138.0,0,Corporate Auto,SUV,688.828746
4789,SS20130,Oregon,F,Bachelor,780191.7081391752,67414.0,68.0,0,Personal Auto,Four-Door Car,148.778455
4790,ZI72165,Arizona,M,High School or Below,780191.7081391752,33176.0,63.0,0,Corporate Auto,Four-Door Car,302.4
4791,HD29166,Oregon,F,Bachelor,780191.7081391752,0.0,139.0,0,Personal Auto,SUV,667.2
4792,NP30139,Oregon,M,College,780191.7081391752,56779.0,86.0,0,Corporate Auto,Four-Door Car,435.388932
4793,FV54537,California,M,College,780191.7081391752,40810.0,114.0,0,Personal Auto,SUV,780.378964
4794,SG62327,Nevada,M,High School or Below,780191.7081391752,30622.0,68.0,0,Corporate Auto,Four-Door Car,326.4
4795,FX26050,Oregon,M,Doctor,780191.7081391752,14119.0,67.0,0,Special Auto,Two-Door Car,68.019973
4796,DU50092,Oregon,F,College,780191.7081391752,77237.0,283.0,0,Personal Auto,Luxury,1358.4
4797,EU48798,Nevada,F,College,780191.7081391752,24980.0,71.0,0,Personal Auto,Two-Door Car,511.2
4798,WE93328,Nevada,F,High School or Below,780191.7081391752,66676.0,97.0,0,Corporate Auto,Four-Door Car,558.099357
4799,KP83069,California,F,High School or Below,780191.7081391752,0.0,69.0,1,Personal Auto,Four-Door Car,669.716478
4800,GO56075,Oregon,M,High School or Below,780191.7081391752,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
4801,DI19952,Arizona,F,Bachelor,780191.7081391752,0.0,82.0,0,Personal Auto,Four-Door Car,157.208336
4802,SV58690,California,M,Bachelor,780191.7081391752,41853.0,71.0,0,Personal Auto,Two-Door Car,155.511553
4803,RF35142,Nevada,F,Bachelor,780191.7081391752,23815.0,73.0,0,Personal Auto,Four-Door Car,424.330166
4804,CU69816,California,M,Bachelor,780191.7081391752,22885.0,73.0,0,Corporate Auto,Four-Door Car,386.245297
4805,JM67025,Nevada,M,High School or Below,780191.7081391752,32630.0,66.0,0,Personal Auto,Four-Door Car,202.961374
4806,OB69329,California,F,College,780191.7081391752,18577.0,86.0,0,Personal Auto,Four-Door Car,412.8
4807,GF19726,Oregon,M,High School or Below,780191.7081391752,75952.0,73.0,0,Personal Auto,Two-Door Car,350.4
4808,FH39427,Nevada,M,Bachelor,780191.7081391752,96390.0,73.0,0,Corporate Auto,Two-Door Car,316.977588
4809,VM69145,California,F,College,780191.7081391752,25680.0,73.0,0,Personal Auto,Two-Door Car,332.40907
4810,GN76399,Nevada,M,Bachelor,780191.7081391752,0.0,112.0,0,Personal Auto,Four-Door Car,806.4
4811,IV94496,Nevada,M,High School or Below,780191.7081391752,51504.0,220.0,0,Personal Auto,Luxury,2552.343856
4812,NM91640,Oregon,M,High School or Below,780191.7081391752,0.0,74.0,3,Personal Auto,Four-Door Car,532.8
4813,DS46955,California,F,Master,780191.7081391752,41456.0,73.0,0,Personal Auto,Four-Door Car,257.380112
4814,LU82585,Nevada,M,High School or Below,780191.7081391752,44368.0,80.0,0,Personal Auto,Two-Door Car,384.0
4815,QX31376,Oregon,F,Master,780191.7081391752,70961.0,85.0,0,Corporate Auto,Four-Door Car,408.0
4816,SQ36805,Oregon,F,Doctor,780191.7081391752,21986.0,63.0,0,Personal Auto,Two-Door Car,333.696228
4817,UY57856,Oregon,F,College,780191.7081391752,0.0,83.0,0,Corporate Auto,Four-Door Car,708.693556
4818,OG84541,Arizona,F,Master,780191.7081391752,33514.0,105.0,0,Personal Auto,Luxury,265.215014
4819,NT66759,Arizona,F,College,780191.7081391752,60230.0,98.0,0,Personal Auto,Four-Door Car,8.129056
4820,PR74307,California,M,High School or Below,780191.7081391752,0.0,70.0,1,Corporate Auto,Four-Door Car,494.196873
4821,PW15144,Washington,M,College,780191.7081391752,40818.0,66.0,0,Personal Auto,Four-Door Car,316.8
4822,KS89479,Oregon,M,College,780191.7081391752,37937.0,116.0,0,Personal Auto,SUV,556.8
4823,QA22158,Arizona,F,College,780191.7081391752,64571.0,89.0,0,Corporate Auto,Four-Door Car,452.115601
4824,MK32733,California,M,Bachelor,780191.7081391752,0.0,126.0,0,Corporate Auto,SUV,421.906803
4825,WL85494,California,M,College,780191.7081391752,21988.0,209.0,0,Personal Auto,Luxury,1003.2
4826,RZ79717,Arizona,M,High School or Below,780191.7081391752,0.0,95.0,0,Corporate Auto,Four-Door Car,684.0
4827,NS12730,Oregon,M,Bachelor,780191.7081391752,24672.0,93.0,0,Personal Auto,Two-Door Car,669.6
4828,YK32760,Oregon,M,High School or Below,780191.7081391752,0.0,74.0,1,Corporate Auto,Four-Door Car,355.2
4829,SS77718,California,M,Bachelor,780191.7081391752,0.0,96.0,0,Personal Auto,Four-Door Car,460.8
4830,QP62600,Oregon,M,Bachelor,780191.7081391752,72878.0,61.0,2,Corporate Auto,Two-Door Car,45.463345
4831,ET47892,Oregon,M,College,780191.7081391752,88340.0,102.0,0,Personal Auto,Two-Door Car,489.6
4832,PS78418,Oregon,M,Bachelor,780191.7081391752,52278.0,73.0,0,Personal Auto,Two-Door Car,234.997994
4833,SK32629,California,F,College,780191.7081391752,12902.0,139.0,0,Personal Auto,Luxury,667.2
4834,LQ79472,Arizona,M,College,780191.7081391752,99816.0,86.0,0,Corporate Auto,Two-Door Car,172.913031
4835,AI58500,Arizona,F,College,780191.7081391752,26554.0,68.0,1,Personal Auto,Two-Door Car,391.687368
4836,ME47990,California,M,High School or Below,780191.7081391752,77485.0,77.0,0,Corporate Auto,Four-Door Car,355.909266
4837,KU25309,Oregon,M,College,780191.7081391752,22537.0,64.0,1,Corporate Auto,Four-Door Car,307.2
4838,RW66792,California,F,High School or Below,780191.7081391752,76522.0,71.0,0,Personal Auto,Four-Door Car,340.8
4839,MN32305,Oregon,F,College,780191.7081391752,0.0,64.0,3,Personal Auto,Four-Door Car,602.911057
4840,XS98744,Oregon,F,Master,780191.7081391752,22886.0,65.0,0,Special Auto,Four-Door Car,312.0
4841,SL19130,Oregon,M,High School or Below,780191.7081391752,0.0,115.0,0,Personal Auto,Two-Door Car,552.0
4842,JG66653,Oregon,M,High School or Below,780191.7081391752,25506.0,65.0,0,Personal Auto,Two-Door Car,312.0
4843,GQ17441,Nevada,M,High School or Below,780191.7081391752,0.0,110.0,0,Personal Auto,SUV,1265.387328
4844,WL67313,California,F,College,780191.7081391752,0.0,98.0,1,Personal Auto,Two-Door Car,705.6
4845,LX33054,Oregon,M,High School or Below,780191.7081391752,0.0,191.0,0,Personal Auto,Luxury,2042.569089
4846,HN97052,Oregon,F,College,780191.7081391752,0.0,72.0,0,Personal Auto,Two-Door Car,345.6
4847,EB12732,Oregon,F,High School or Below,780191.7081391752,96357.0,71.0,1,Personal Auto,Four-Door Car,238.245103
4848,KA29693,California,M,College,780191.7081391752,16266.0,100.0,0,Special Auto,SUV,1177.323534
4849,KE41602,Arizona,M,High School or Below,780191.7081391752,76516.0,95.0,0,Personal Auto,Two-Door Car,661.008979
4850,QF17193,Arizona,F,College,780191.7081391752,20484.0,61.0,0,Personal Auto,Four-Door Car,181.218317
4851,IQ63581,California,F,Master,780191.7081391752,40215.0,64.0,0,Personal Auto,Four-Door Car,98.480884
4852,MR39613,California,M,Bachelor,780191.7081391752,22854.0,122.0,0,Special Auto,Luxury,878.4
4853,RQ22171,California,F,High School or Below,780191.7081391752,0.0,118.0,1,Corporate Auto,SUV,264.642948
4854,QV89791,California,F,High School or Below,780191.7081391752,55217.0,107.0,2,Personal Auto,Two-Door Car,696.115596
4855,MD15300,California,M,College,780191.7081391752,76276.0,86.0,0,Corporate Auto,Two-Door Car,93.309811
4856,OW33876,Washington,F,College,780191.7081391752,47918.0,62.0,0,Corporate Auto,Two-Door Car,246.256648
4857,SK12752,California,F,Bachelor,780191.7081391752,0.0,73.0,3,Corporate Auto,Two-Door Car,350.4
4858,BW65176,Arizona,M,College,780191.7081391752,43499.0,80.0,0,Personal Auto,Four-Door Car,529.490007
4859,XV31269,Oregon,M,High School or Below,780191.7081391752,0.0,72.0,0,Corporate Auto,Two-Door Car,518.4
4860,NV94455,Arizona,F,College,780191.7081391752,0.0,71.0,3,Personal Auto,Two-Door Car,476.197355
4861,QA32784,Oregon,M,Bachelor,780191.7081391752,21497.0,128.0,0,Personal Auto,Luxury,614.4
4862,UH41125,Arizona,M,High School or Below,780191.7081391752,27972.0,61.0,0,Personal Auto,Four-Door Car,292.8
4863,VS28690,Nevada,F,Master,780191.7081391752,20942.0,84.0,0,Personal Auto,Four-Door Car,403.2
4864,SD63822,Oregon,F,Bachelor,780191.7081391752,0.0,71.0,0,Corporate Auto,Four-Door Car,511.2
4865,QE50648,Washington,F,High School or Below,780191.7081391752,74298.0,177.0,0,Corporate Auto,Luxury,161.537767
4866,EL77795,California,F,College,780191.7081391752,23339.0,138.0,0,Corporate Auto,SUV,666.307195
4867,VK98184,Arizona,F,College,780191.7081391752,77031.0,125.0,0,Personal Auto,SUV,600.0
4868,BR69566,Oregon,M,College,780191.7081391752,31739.0,71.0,0,Personal Auto,Two-Door Car,469.882367
4869,AI16519,Nevada,M,High School or Below,780191.7081391752,0.0,66.0,0,Personal Auto,Two-Door Car,420.39344
4870,SN67992,Washington,F,Bachelor,780191.7081391752,25236.0,89.0,0,Personal Auto,Four-Door Car,427.2
4871,BE31382,Oregon,F,College,780191.7081391752,0.0,103.0,1,Personal Auto,SUV,685.227276
4872,ZP49970,Oregon,M,Bachelor,780191.7081391752,40964.0,74.0,0,Special Auto,Two-Door Car,355.2
4873,OA23108,Oregon,F,Doctor,780191.7081391752,40896.0,109.0,0,Personal Auto,Luxury,319.294289
4874,LY90785,Oregon,M,Bachelor,780191.7081391752,95733.0,72.0,0,Corporate Auto,Two-Door Car,475.423848
4875,ZR66788,California,F,High School or Below,780191.7081391752,39161.0,71.0,3,Personal Auto,Four-Door Car,340.8
4876,BL12371,Arizona,M,Master,780191.7081391752,84551.0,72.0,0,Personal Auto,Four-Door Car,28.92584
4877,GB68813,Nevada,F,Bachelor,780191.7081391752,12843.0,111.0,0,Corporate Auto,Four-Door Car,1143.494486
4878,IG90926,Arizona,F,College,780191.7081391752,71551.0,62.0,0,Personal Auto,Four-Door Car,297.6
4879,CT86614,Arizona,M,Bachelor,780191.7081391752,0.0,71.0,0,Corporate Auto,Four-Door Car,511.2
4880,BL13393,Oregon,F,High School or Below,780191.7081391752,77835.0,74.0,1,Personal Auto,Four-Door Car,43.618784
4881,TU33850,Washington,F,Bachelor,780191.7081391752,16764.0,61.0,0,Personal Auto,Four-Door Car,292.8
4882,IL25109,Nevada,M,High School or Below,780191.7081391752,39007.0,105.0,0,Personal Auto,Two-Door Car,1023.844984
4883,OP67672,Washington,F,Master,780191.7081391752,20290.0,113.0,0,Personal Auto,SUV,766.519022
4884,NW73460,Arizona,F,High School or Below,780191.7081391752,46182.0,65.0,0,Corporate Auto,Two-Door Car,2.574682
4885,LW57693,Oregon,F,College,780191.7081391752,11920.0,74.0,0,Personal Auto,Four-Door Car,355.2
4886,JD81426,Arizona,M,High School or Below,780191.7081391752,97162.0,86.0,0,Personal Auto,Four-Door Car,32.715179
4887,AM99192,Arizona,M,College,780191.7081391752,42743.0,117.0,1,Personal Auto,SUV,101.288057
4888,LQ31287,Oregon,F,College,780191.7081391752,0.0,64.0,0,Personal Auto,Two-Door Car,40.44586
4889,ZU25563,California,F,College,780191.7081391752,0.0,87.0,3,Personal Auto,Four-Door Car,420.041981
4890,RU75949,Oregon,M,College,780191.7081391752,85789.0,105.0,2,Personal Auto,Luxury,122.302824
4891,DV85764,California,M,High School or Below,780191.7081391752,0.0,82.0,0,Personal Auto,Four-Door Car,588.269018
4892,VU33725,Oregon,M,High School or Below,780191.7081391752,31349.0,93.0,0,Corporate Auto,Four-Door Car,446.4
